department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,training_category,promotion_score,is_promoted
Operations,region_14,Bachelors,f,other,1,28,2.0,5,0,0,56,Basic,0.5,0
Sales & Marketing,region_27,Bachelors,m,sourcing,2,27,3.0,1,0,0,52,Intermediate,1.5,0
Analytics,region_9,Masters & above,m,sourcing,1,29,3.0,1,0,0,83,Basic,3.0,0
Operations,region_22,Bachelors,m,sourcing,1,35,4.0,9,0,0,60,Basic,2.5,0
Operations,region_15,Masters & above,m,other,2,33,3.0,7,0,0,57,Intermediate,2.0,0
Operations,region_7,Masters & above,f,sourcing,1,40,3.0,6,1,0,65,Basic,5.5,0
Technology,region_2,Masters & above,f,other,2,38,3.0,7,1,0,77,Intermediate,6.0,0
Procurement,region_4,Bachelors,f,sourcing,1,31,3.0,3,0,0,71,Basic,2.0,0
Technology,region_7,Masters & above,f,other,1,33,1.0,7,0,0,80,Basic,2.5,0
Sales & Marketing,region_6,Bachelors,m,other,1,34,4.0,7,0,0,50,Basic,2.5,0
Analytics,region_22,Bachelors,f,other,1,27,4.0,3,1,0,86,Basic,7.0,1
Analytics,region_22,Bachelors,m,referred,1,28,4.0,2,1,0,81,Basic,7.0,1
Operations,region_22,Masters & above,f,other,1,29,3.0,1,0,0,62,Basic,1.0,0
Sales & Marketing,region_12,Bachelors,f,other,1,27,3.0,1,0,0,50,Basic,1.0,0
HR,region_5,Below Secondary,f,other,1,22,3.0,1,1,0,89,Basic,6.0,0
Sales & Marketing,region_2,Bachelors,m,other,2,33,1.0,6,1,0,46,Intermediate,4.0,0
Technology,region_5,Below Secondary,f,other,1,22,3.0,2,0,0,79,Basic,2.0,0
Sales & Marketing,region_2,Masters & above,m,other,1,52,2.0,4,0,0,50,Basic,0.0,0
Sales & Marketing,region_2,Masters & above,f,sourcing,1,43,1.0,5,0,0,52,Basic,0.5,0
Operations,region_20,Masters & above,f,other,1,35,5.0,10,1,0,68,Basic,6.5,0
Sales & Marketing,region_8,Bachelors,m,other,1,29,5.0,2,1,0,53,Basic,5.0,0
Operations,region_19,Bachelors,m,other,1,44,1.0,13,0,0,65,Basic,1.5,0
Operations,region_8,Bachelors,m,other,1,26,3.0,2,0,0,60,Basic,1.0,0
Finance,region_13,Bachelors,m,sourcing,4,26,3.0,2,0,0,59,Advanced,1.5,0
Sales & Marketing,region_15,Bachelors,m,sourcing,1,33,5.0,6,1,0,50,Basic,5.5,0
Sales & Marketing,region_7,Bachelors,m,other,2,51,3.0,8,1,0,47,Intermediate,5.0,0
Sales & Marketing,region_29,Bachelors,m,sourcing,1,35,3.0,7,1,0,50,Basic,4.5,0
Procurement,region_2,Masters & above,m,sourcing,1,46,3.0,12,0,0,68,Basic,2.5,0
Finance,region_25,Bachelors,m,other,3,31,3.0,6,1,0,63,Intermediate,6.0,0
Technology,region_32,Bachelors,m,sourcing,1,33,3.0,4,0,0,80,Basic,3.0,0
Sales & Marketing,region_26,Bachelors,m,other,1,45,3.0,13,0,0,52,Basic,1.5,0
Technology,region_7,Bachelors,m,sourcing,1,28,3.0,5,0,0,79,Basic,2.5,0
Operations,region_16,Bachelors,f,sourcing,1,35,4.0,2,0,0,59,Basic,2.0,0
Technology,region_26,Bachelors,m,referred,3,26,4.0,3,1,0,79,Intermediate,6.5,0
Operations,region_22,Bachelors,m,other,1,35,4.0,7,0,0,63,Basic,3.5,0
Technology,region_27,Bachelors,f,other,1,28,3.0,1,1,0,80,Basic,6.0,0
Operations,region_2,Masters & above,f,other,2,41,5.0,6,1,0,59,Intermediate,6.0,0
Operations,region_2,Bachelors,f,other,1,27,3.0,2,0,0,59,Basic,1.0,0
Sales & Marketing,region_2,Bachelors,m,sourcing,2,22,3.0,2,0,0,49,Intermediate,1.5,0
Sales & Marketing,region_1,Masters & above,m,other,1,36,5.0,10,1,0,49,Basic,5.5,0
Operations,region_7,Bachelors,m,other,1,41,2.0,4,0,0,56,Basic,0.0,0
Operations,region_2,Bachelors,f,other,1,43,5.0,6,1,0,58,Basic,5.5,0
Procurement,region_31,Bachelors,m,sourcing,1,26,3.0,3,0,0,72,Basic,2.0,0
Technology,region_26,Bachelors,m,sourcing,1,36,4.0,4,1,0,79,Basic,6.0,0
Procurement,region_2,Bachelors,m,sourcing,1,58,3.0,27,0,0,67,Basic,2.5,0
Finance,region_16,Masters & above,m,other,1,35,4.0,8,1,0,60,Basic,5.5,0
Sales & Marketing,region_19,Bachelors,m,sourcing,1,31,3.0,5,0,0,47,Basic,1.5,0
Analytics,region_30,Bachelors,m,sourcing,1,28,5.0,3,0,0,86,Basic,4.0,0
Procurement,region_11,Bachelors,f,other,2,31,3.0,5,0,0,72,Intermediate,3.0,0
Sales & Marketing,region_28,Masters & above,m,sourcing,1,37,5.0,10,0,0,51,Basic,2.5,0
Procurement,region_2,Bachelors,f,other,1,38,3.0,2,0,0,70,Basic,2.0,0
Sales & Marketing,region_2,Bachelors,m,sourcing,1,52,1.0,15,0,0,54,Basic,0.5,0
Sales & Marketing,region_24,Bachelors,m,sourcing,1,30,3.0,3,0,0,51,Basic,1.0,0
Analytics,region_7,Bachelors,m,other,2,34,4.0,7,1,0,84,Intermediate,8.0,1
Sales & Marketing,region_25,Masters & above,m,sourcing,2,44,3.0,5,1,0,50,Intermediate,5.0,0
Technology,region_2,Masters & above,m,referred,1,39,3.0,9,0,0,80,Basic,3.5,0
Finance,region_29,Bachelors,m,other,1,26,4.0,4,0,0,59,Basic,2.0,0
Operations,region_4,Bachelors,f,sourcing,1,26,5.0,2,1,0,62,Basic,5.0,0
Procurement,region_2,Bachelors,f,other,1,28,4.0,5,1,0,70,Basic,6.5,0
Sales & Marketing,region_7,Masters & above,m,other,1,34,4.0,9,1,1,93,Basic,10.5,1
Sales & Marketing,region_32,Bachelors,m,other,1,29,5.0,5,1,0,50,Basic,5.5,0
Sales & Marketing,region_2,Bachelors,f,sourcing,1,25,5.0,2,1,0,47,Basic,5.0,0
Analytics,region_7,Bachelors,m,other,2,29,3.0,4,1,0,86,Intermediate,6.5,0
Analytics,region_2,Bachelors,f,other,1,37,3.0,7,0,0,83,Basic,3.5,0
Procurement,region_11,Bachelors,m,sourcing,2,30,1.0,6,0,0,65,Intermediate,2.0,0
Operations,region_16,Bachelors,m,sourcing,1,29,4.0,5,0,0,59,Basic,2.5,0
Technology,region_23,Bachelors,m,other,1,25,3.0,1,1,0,76,Basic,5.0,0
Procurement,region_7,Bachelors,m,sourcing,1,28,3.0,1,1,0,67,Basic,5.0,0
Operations,region_15,Masters & above,f,sourcing,1,43,4.0,7,0,0,65,Basic,3.5,0
Procurement,region_13,Bachelors,f,other,2,40,4.0,7,1,0,71,Intermediate,7.0,1
Finance,region_22,Bachelors,m,sourcing,1,23,3.0,2,1,0,58,Basic,4.0,0
Sales & Marketing,region_32,Bachelors,m,other,1,34,3.0,8,0,0,53,Basic,1.5,0
Finance,region_22,Masters & above,f,other,1,36,3.0,7,0,0,62,Basic,1.5,0
Finance,region_2,Bachelors,f,other,1,55,3.0,4,1,0,60,Basic,4.0,0
Sales & Marketing,region_7,Bachelors,m,other,1,25,1.0,3,1,0,46,Basic,3.0,0
Procurement,region_7,Masters & above,m,other,1,38,3.0,5,0,0,73,Basic,2.5,0
Technology,region_13,Masters & above,m,other,1,56,3.0,30,0,0,78,Basic,2.5,0
Analytics,region_19,Bachelors,m,other,1,32,5.0,5,0,0,86,Basic,4.5,0
Procurement,region_31,Bachelors,m,sourcing,1,27,3.0,1,0,0,70,Basic,2.0,0
Technology,region_22,Bachelors,m,sourcing,2,29,3.0,4,0,0,84,Intermediate,3.5,0
Finance,region_22,Bachelors,m,sourcing,1,37,3.0,8,0,0,59,Basic,1.5,0
Sales & Marketing,region_22,Masters & above,m,sourcing,2,31,1.0,6,1,0,55,Intermediate,4.0,0
Legal,region_2,Masters & above,m,other,1,39,3.0,9,0,0,61,Basic,1.5,0
Operations,region_2,Bachelors,f,sourcing,1,55,5.0,8,0,0,61,Basic,2.5,0
Sales & Marketing,region_28,Masters & above,m,other,1,29,4.0,4,0,0,50,Basic,2.0,0
Sales & Marketing,region_31,Bachelors,m,other,1,41,4.0,9,0,0,54,Basic,2.5,0
Operations,region_15,Bachelors,m,sourcing,1,41,3.0,15,0,0,59,Basic,1.5,0
HR,region_2,Masters & above,m,other,1,42,5.0,11,0,0,50,Basic,2.5,0
Procurement,region_2,Bachelors,m,sourcing,2,42,3.0,6,0,0,67,Intermediate,3.0,0
Procurement,region_13,Bachelors,m,other,1,41,1.0,13,0,0,69,Basic,1.5,0
Analytics,region_7,Bachelors,m,sourcing,1,32,1.0,2,0,0,87,Basic,2.0,0
Sales & Marketing,region_22,Masters & above,m,other,1,32,5.0,6,1,0,53,Basic,5.5,0
Technology,region_7,Masters & above,f,other,1,38,5.0,8,0,0,89,Basic,4.5,0
HR,region_4,Bachelors,m,other,2,29,3.0,4,1,0,52,Intermediate,4.5,0
Analytics,region_29,Bachelors,m,other,2,28,3.0,3,0,0,86,Intermediate,3.5,0
Sales & Marketing,region_19,Bachelors,f,other,1,32,1.0,4,0,0,49,Basic,0.0,0
Operations,region_7,Bachelors,f,other,3,26,5.0,3,1,0,57,Intermediate,5.5,0
Technology,region_13,Bachelors,m,other,1,40,4.0,4,0,0,75,Basic,3.0,0
Analytics,region_29,Bachelors,m,other,1,28,5.0,5,1,0,83,Basic,7.5,1
Analytics,region_30,Bachelors,m,other,1,29,5.0,4,1,0,85,Basic,7.0,1
Sales & Marketing,region_25,Masters & above,f,other,1,35,5.0,3,0,0,50,Basic,2.0,0
Procurement,region_13,Masters & above,m,other,1,31,3.0,6,1,0,67,Basic,5.5,0
Analytics,region_24,Masters & above,m,other,1,33,4.0,6,0,0,84,Basic,4.5,0
Procurement,region_26,Bachelors,m,other,1,30,2.0,3,0,0,69,Basic,1.0,0
Sales & Marketing,region_22,Bachelors,m,other,1,28,1.0,5,1,0,49,Basic,3.5,0
Operations,region_15,Bachelors,f,other,1,34,4.0,3,1,0,60,Basic,5.0,0
Operations,region_32,Bachelors,m,sourcing,1,31,4.0,9,0,0,62,Basic,2.5,0
HR,region_20,Masters & above,m,sourcing,1,39,5.0,2,0,0,47,Basic,2.0,0
Analytics,region_4,Bachelors,m,sourcing,1,32,5.0,5,1,1,79,Basic,9.5,1
Operations,region_2,Bachelors,m,other,1,31,1.0,2,0,0,58,Basic,0.0,0
Sales & Marketing,region_2,Masters & above,m,sourcing,1,53,1.0,23,0,0,51,Basic,0.5,0
Technology,region_2,Bachelors,m,other,1,54,1.0,19,0,0,82,Basic,2.5,0
Analytics,region_2,Bachelors,m,sourcing,1,29,4.0,5,1,0,84,Basic,7.5,1
Procurement,region_11,Bachelors,m,other,1,27,3.0,4,1,0,74,Basic,5.0,0
Sales & Marketing,region_26,Bachelors,m,sourcing,1,36,1.0,8,0,0,50,Basic,0.5,0
HR,region_7,Bachelors,m,other,1,31,5.0,4,0,0,50,Basic,2.0,0
HR,region_7,Bachelors,m,other,1,33,3.0,6,0,0,50,Basic,1.5,0
Sales & Marketing,region_22,Bachelors,m,sourcing,1,27,3.0,4,0,0,51,Basic,1.0,0
Procurement,region_30,Bachelors,m,other,1,27,3.0,3,0,0,69,Basic,2.0,0
Operations,region_31,Masters & above,f,other,1,39,3.0,10,0,0,60,Basic,1.5,0
Sales & Marketing,region_6,Bachelors,f,sourcing,1,35,3.0,8,0,0,46,Basic,1.5,0
Technology,region_7,Below Secondary,f,other,1,24,3.0,1,0,0,78,Basic,2.0,0
Sales & Marketing,region_32,Bachelors,m,other,1,32,3.0,4,0,0,49,Basic,1.0,0
Analytics,region_2,Bachelors,m,other,2,54,3.0,5,1,0,82,Intermediate,7.0,1
Sales & Marketing,region_13,Bachelors,m,sourcing,1,32,3.0,8,0,0,57,Basic,1.5,0
Procurement,region_26,Bachelors,m,sourcing,1,35,2.0,3,0,0,67,Basic,1.0,0
Sales & Marketing,region_2,Bachelors,m,other,1,54,1.0,4,0,0,54,Basic,0.0,0
Operations,region_22,Bachelors,m,other,1,28,5.0,4,1,0,61,Basic,5.0,0
Sales & Marketing,region_29,Bachelors,m,other,2,29,3.0,4,0,0,50,Intermediate,1.5,0
HR,region_22,Masters & above,m,other,1,35,5.0,8,1,0,54,Basic,5.5,0
Sales & Marketing,region_2,Bachelors,f,other,1,28,1.0,4,0,0,44,Basic,0.0,0
Operations,region_28,Bachelors,m,sourcing,1,35,4.0,6,0,0,59,Basic,2.5,0
Sales & Marketing,region_2,Bachelors,m,other,1,52,3.0,6,1,1,44,Basic,7.5,1
Sales & Marketing,region_22,Bachelors,m,other,5,33,4.0,8,0,0,46,Advanced,3.0,0
Sales & Marketing,region_15,Bachelors,m,other,1,35,5.0,9,1,0,51,Basic,5.5,0
Legal,region_2,Bachelors,m,other,1,34,1.0,5,0,0,58,Basic,0.5,0
Technology,region_2,Masters & above,f,other,1,36,2.0,7,0,0,82,Basic,2.5,0
Procurement,region_7,Masters & above,f,sourcing,1,40,5.0,7,0,0,66,Basic,3.5,0
Sales & Marketing,region_7,Masters & above,m,other,1,41,5.0,2,1,0,50,Basic,5.0,0
Operations,region_19,Bachelors,m,sourcing,1,28,5.0,6,1,0,61,Basic,5.5,0
Sales & Marketing,region_27,Bachelors,m,sourcing,1,31,3.0,5,0,0,47,Basic,1.5,0
Operations,region_17,Bachelors,m,other,1,30,5.0,2,1,0,58,Basic,5.0,0
Sales & Marketing,region_2,Bachelors,f,other,1,51,4.0,7,0,0,53,Basic,2.5,0
Operations,region_2,Bachelors,m,sourcing,1,29,3.0,4,0,0,57,Basic,1.0,0
Sales & Marketing,region_22,Bachelors,m,other,2,24,3.0,2,0,0,50,Intermediate,1.5,0
Sales & Marketing,region_15,Masters & above,m,other,1,33,3.0,4,1,0,50,Basic,4.0,0
Analytics,region_9,Masters & above,m,other,1,32,3.0,7,1,1,86,Basic,9.5,1
Procurement,region_15,Bachelors,f,sourcing,1,39,3.0,7,1,0,72,Basic,5.5,0
R&D,region_31,Bachelors,m,sourcing,1,30,1.0,3,0,0,84,Basic,2.0,0
Procurement,region_2,Below Secondary,m,sourcing,1,25,1.0,2,1,0,76,Basic,4.0,0
Operations,region_7,Masters & above,f,other,1,36,4.0,8,1,0,61,Basic,5.5,0
Technology,region_10,Masters & above,f,sourcing,1,36,5.0,4,1,0,80,Basic,7.0,1
Technology,region_2,Masters & above,f,other,1,33,5.0,7,1,0,80,Basic,7.5,1
Sales & Marketing,region_2,Bachelors,m,sourcing,2,34,5.0,6,1,0,48,Intermediate,6.0,0
Operations,region_2,Below Secondary,f,sourcing,1,22,3.0,1,0,0,62,Basic,1.0,0
Operations,region_22,Masters & above,m,other,1,54,3.0,16,0,0,61,Basic,1.5,0
Operations,region_14,Bachelors,f,sourcing,1,31,5.0,9,1,0,52,Basic,5.5,0
Operations,region_13,Bachelors,m,other,1,45,4.0,11,0,0,64,Basic,3.5,0
Technology,region_5,Bachelors,m,other,1,27,3.0,3,1,0,78,Basic,5.0,0
Sales & Marketing,region_15,Bachelors,m,sourcing,1,33,1.0,7,0,0,48,Basic,0.5,0
Operations,region_13,Masters & above,f,other,1,36,3.0,4,0,0,64,Basic,2.0,0
Sales & Marketing,region_21,Masters & above,m,sourcing,1,33,1.0,5,0,0,49,Basic,0.5,0
R&D,region_2,Masters & above,m,other,1,33,3.0,5,0,0,82,Basic,3.5,0
Operations,region_2,Bachelors,f,other,3,30,3.0,1,1,0,62,Intermediate,4.5,0
Sales & Marketing,region_13,Masters & above,m,other,1,54,5.0,11,1,0,46,Basic,5.5,0
Operations,region_2,Bachelors,m,sourcing,2,36,4.0,4,1,0,54,Intermediate,5.5,0
Operations,region_15,Bachelors,m,other,1,46,5.0,19,1,0,62,Basic,5.5,0
R&D,region_2,Masters & above,m,other,1,33,4.0,8,0,0,89,Basic,4.5,0
Technology,region_2,Masters & above,f,sourcing,1,42,3.0,15,0,0,78,Basic,2.5,0
Procurement,region_29,Bachelors,m,other,2,36,3.0,5,1,0,69,Intermediate,6.0,0
Sales & Marketing,region_32,Bachelors,m,other,2,28,1.0,5,0,0,52,Intermediate,1.0,0
Technology,region_32,Bachelors,m,sourcing,1,33,1.0,5,0,0,81,Basic,2.5,0
Sales & Marketing,region_2,Bachelors,f,other,2,25,3.0,3,0,0,46,Intermediate,1.5,0
Analytics,region_26,Bachelors,m,other,1,38,4.0,9,0,0,82,Basic,4.5,0
Analytics,region_7,Bachelors,m,sourcing,1,30,3.0,5,0,0,84,Basic,3.5,0
Operations,region_7,Masters & above,f,other,1,43,4.0,12,0,0,57,Basic,2.5,0
Technology,region_23,Bachelors,f,sourcing,1,25,3.0,3,0,0,79,Basic,2.0,0
Analytics,region_22,Bachelors,f,sourcing,1,29,5.0,3,1,0,84,Basic,7.0,1
HR,region_31,Bachelors,m,other,1,27,5.0,4,1,0,54,Basic,5.0,0
Operations,region_24,Bachelors,f,other,2,31,3.0,5,0,1,58,Intermediate,5.0,0
Finance,region_29,Bachelors,m,sourcing,1,29,3.0,5,1,1,55,Basic,7.5,1
Sales & Marketing,region_2,Masters & above,f,other,1,36,5.0,7,1,0,47,Basic,5.5,0
Operations,region_2,Bachelors,f,sourcing,1,56,1.0,17,0,0,62,Basic,0.5,0
Sales & Marketing,region_6,Bachelors,m,sourcing,1,30,5.0,4,0,0,50,Basic,2.0,0
HR,region_7,Bachelors,f,sourcing,1,25,3.0,1,0,0,46,Basic,1.0,0
HR,region_2,Below Secondary,m,other,1,22,3.0,1,0,0,55,Basic,1.0,0
Procurement,region_33,Bachelors,m,sourcing,1,27,3.0,2,0,0,68,Basic,2.0,0
Operations,region_24,Masters & above,f,sourcing,1,32,3.0,4,1,0,64,Basic,5.0,0
Analytics,region_31,Bachelors,m,other,2,27,5.0,4,1,0,78,Intermediate,6.5,0
Sales & Marketing,region_5,Bachelors,f,other,2,30,3.0,9,0,0,52,Intermediate,2.0,0
Sales & Marketing,region_6,Bachelors,m,other,2,31,2.0,5,0,0,46,Intermediate,1.0,0
Analytics,region_24,Bachelors,m,other,1,33,1.0,6,1,0,83,Basic,5.5,0
Sales & Marketing,region_2,Bachelors,m,other,1,45,3.0,14,0,0,48,Basic,1.5,0
Technology,region_22,Bachelors,m,referred,2,26,1.0,3,1,0,75,Intermediate,4.5,0
Operations,region_19,Bachelors,m,sourcing,2,34,5.0,9,1,0,60,Intermediate,6.0,0
Sales & Marketing,region_7,Masters & above,m,sourcing,1,38,4.0,4,0,0,50,Basic,2.0,0
Analytics,region_6,Bachelors,m,sourcing,1,41,5.0,10,1,0,87,Basic,7.5,1
Procurement,region_2,Masters & above,f,other,2,40,3.0,1,1,0,70,Intermediate,5.5,0
Procurement,region_2,Masters & above,m,other,2,47,3.0,4,0,0,71,Intermediate,2.5,0
Sales & Marketing,region_13,Masters & above,m,other,1,43,3.0,16,0,0,50,Basic,1.5,0
Technology,region_14,Bachelors,m,other,1,36,4.0,3,1,0,81,Basic,7.0,1
Operations,region_29,Masters & above,f,sourcing,1,33,4.0,4,0,0,56,Basic,2.0,0
Technology,region_27,Bachelors,f,other,1,27,5.0,3,1,0,81,Basic,7.0,1
Procurement,region_2,Bachelors,f,sourcing,1,30,3.0,7,1,0,67,Basic,5.5,0
Sales & Marketing,region_11,Masters & above,m,other,2,39,5.0,5,1,0,51,Intermediate,6.0,0
Finance,region_22,Masters & above,m,sourcing,1,34,2.0,9,0,0,59,Basic,0.5,0
Sales & Marketing,region_2,Masters & above,m,sourcing,1,40,5.0,8,1,0,93,Basic,7.5,1
Sales & Marketing,region_27,Bachelors,m,sourcing,1,36,1.0,7,0,0,53,Basic,0.5,0
Procurement,region_15,Bachelors,f,other,1,32,4.0,5,0,0,68,Basic,3.5,0
Procurement,region_14,Bachelors,m,other,1,34,1.0,4,0,0,74,Basic,1.0,0
Operations,region_2,Bachelors,m,other,1,29,2.0,5,1,0,55,Basic,3.5,0
Sales & Marketing,region_3,Bachelors,m,other,1,39,3.0,4,0,0,47,Basic,1.0,0
Sales & Marketing,region_28,Bachelors,m,sourcing,1,29,2.0,3,0,0,51,Basic,0.0,0
Sales & Marketing,region_13,Bachelors,f,other,1,29,2.0,3,1,0,51,Basic,3.0,0
Technology,region_33,Bachelors,f,other,1,31,1.0,3,0,0,73,Basic,1.0,0
Operations,region_31,Bachelors,m,other,2,27,4.0,3,1,0,62,Intermediate,5.5,0
Technology,region_2,Bachelors,m,other,1,49,4.0,17,0,0,81,Basic,4.5,0
Technology,region_33,Bachelors,f,sourcing,1,32,2.0,7,0,0,79,Basic,1.5,0
Technology,region_29,Masters & above,f,sourcing,1,34,4.0,5,1,0,80,Basic,7.5,1
Operations,region_7,Bachelors,m,other,1,28,3.0,1,0,0,55,Basic,1.0,0
Analytics,region_23,Bachelors,m,other,2,31,3.0,4,0,0,84,Intermediate,3.5,0
Operations,region_12,Bachelors,f,sourcing,1,28,3.0,4,0,0,57,Basic,1.0,0
Sales & Marketing,region_10,Masters & above,m,other,1,46,4.0,4,1,0,59,Basic,5.0,0
Operations,region_29,Bachelors,m,sourcing,1,35,4.0,6,1,0,64,Basic,6.5,0
Operations,region_9,Bachelors,f,sourcing,1,36,5.0,8,1,0,59,Basic,5.5,0
Sales & Marketing,region_22,Masters & above,m,sourcing,1,53,3.0,17,0,0,47,Basic,1.5,0
Sales & Marketing,region_29,Bachelors,m,other,2,33,1.0,6,0,0,49,Intermediate,1.0,0
Sales & Marketing,region_32,Masters & above,m,other,1,27,3.0,1,0,0,52,Basic,1.0,0
Operations,region_2,Bachelors,m,other,1,46,4.0,7,1,0,60,Basic,5.5,0
Operations,region_26,Bachelors,f,sourcing,1,31,4.0,4,0,0,61,Basic,2.0,0
Technology,region_15,Masters & above,m,other,1,44,3.0,5,0,0,79,Basic,2.5,0
Procurement,region_7,Masters & above,f,sourcing,1,33,3.0,5,1,0,84,Basic,6.5,0
Sales & Marketing,region_22,Bachelors,m,sourcing,2,32,3.0,10,0,0,48,Intermediate,2.0,0
Procurement,region_11,Masters & above,m,other,1,42,3.0,13,1,0,98,Basic,6.5,0
Sales & Marketing,region_26,Masters & above,m,other,2,39,4.0,3,0,0,50,Intermediate,2.5,0
Sales & Marketing,region_22,Bachelors,f,sourcing,1,30,2.0,3,0,0,46,Basic,0.0,0
Operations,region_4,Masters & above,f,other,1,36,5.0,9,0,0,74,Basic,3.5,0
Sales & Marketing,region_30,Bachelors,m,sourcing,1,24,4.0,2,0,0,50,Basic,2.0,0
Sales & Marketing,region_24,Bachelors,m,other,1,28,3.0,3,0,0,49,Basic,1.0,0
Technology,region_27,Bachelors,m,other,1,26,3.0,1,0,0,73,Basic,2.0,0
Sales & Marketing,region_22,Bachelors,m,other,2,27,3.0,3,1,0,50,Intermediate,4.5,0
Technology,region_7,Bachelors,f,sourcing,2,29,4.0,3,1,0,82,Intermediate,7.5,1
Operations,region_13,Bachelors,m,sourcing,1,36,3.0,3,0,0,65,Basic,2.0,0
Procurement,region_13,Masters & above,f,other,2,45,1.0,3,0,0,65,Intermediate,1.5,0
Technology,region_7,Bachelors,m,other,1,29,3.0,1,1,1,94,Basic,9.0,1
Sales & Marketing,region_25,Bachelors,m,other,1,39,5.0,3,0,0,53,Basic,2.0,0
Sales & Marketing,region_29,Masters & above,m,sourcing,1,32,3.0,4,0,0,46,Basic,1.0,0
Procurement,region_13,Bachelors,m,other,1,30,4.0,5,0,0,71,Basic,3.5,0
Sales & Marketing,region_12,Bachelors,m,sourcing,2,26,3.0,4,1,0,50,Intermediate,4.5,0
Procurement,region_17,Masters & above,f,sourcing,1,32,3.0,4,0,0,71,Basic,2.0,0
Operations,region_15,Bachelors,m,sourcing,1,37,5.0,5,1,0,60,Basic,5.5,0
Sales & Marketing,region_13,Bachelors,f,sourcing,1,26,1.0,3,0,0,48,Basic,0.0,0
Sales & Marketing,region_2,Bachelors,m,referred,1,26,4.0,2,0,0,48,Basic,2.0,0
Finance,region_23,Masters & above,m,sourcing,1,35,3.0,6,0,0,61,Basic,1.5,0
Sales & Marketing,region_15,Bachelors,m,sourcing,1,36,3.0,3,0,0,48,Basic,1.0,0
Operations,region_19,Bachelors,m,sourcing,1,42,3.0,3,0,0,64,Basic,2.0,0
Sales & Marketing,region_32,Bachelors,m,other,1,28,2.0,2,0,0,51,Basic,0.0,0
Operations,region_22,Bachelors,m,other,2,27,3.0,3,0,0,59,Intermediate,1.5,0
Sales & Marketing,region_14,Bachelors,f,other,1,33,5.0,7,0,0,50,Basic,2.5,0
Procurement,region_22,Bachelors,m,other,6,39,2.0,10,0,0,73,Expert,2.0,0
Operations,region_2,Bachelors,m,sourcing,1,42,4.0,13,0,0,60,Basic,2.5,0
Sales & Marketing,region_16,Bachelors,m,other,1,30,1.0,6,0,0,48,Basic,0.5,0
Sales & Marketing,region_13,Bachelors,m,sourcing,1,49,3.0,7,1,0,49,Basic,4.5,0
Procurement,region_30,Masters & above,f,sourcing,1,38,4.0,6,1,0,72,Basic,6.5,0
Sales & Marketing,region_1,Bachelors,m,sourcing,2,25,1.0,2,0,0,53,Intermediate,0.5,0
Technology,region_23,Bachelors,f,sourcing,1,33,3.0,8,0,0,79,Basic,2.5,0
Operations,region_14,Bachelors,f,sourcing,1,36,4.0,10,1,0,57,Basic,5.5,0
Sales & Marketing,region_32,Bachelors,f,other,1,28,5.0,4,0,0,50,Basic,2.0,0
Procurement,region_7,Bachelors,m,sourcing,1,28,1.0,5,0,0,66,Basic,1.5,0
Analytics,region_31,Bachelors,m,other,2,31,4.0,2,1,0,88,Intermediate,7.5,1
Operations,region_27,Bachelors,m,sourcing,1,45,5.0,10,0,0,65,Basic,3.5,0
Procurement,region_22,Masters & above,f,other,1,35,1.0,7,0,0,64,Basic,1.5,0
Analytics,region_7,Bachelors,m,other,1,30,1.0,2,0,0,87,Basic,2.0,0
Operations,region_26,Bachelors,m,other,1,34,3.0,4,1,0,59,Basic,4.0,0
Technology,region_23,Bachelors,m,sourcing,1,26,5.0,2,1,0,78,Basic,6.0,0
Technology,region_2,Masters & above,m,other,1,38,4.0,9,1,0,82,Basic,7.5,1
Procurement,region_19,Bachelors,m,sourcing,1,41,4.0,16,1,0,68,Basic,6.5,0
Analytics,region_26,Bachelors,m,sourcing,1,28,3.0,1,1,0,79,Basic,5.0,0
Technology,region_7,Bachelors,m,other,1,38,2.0,10,0,0,80,Basic,2.5,0
HR,region_22,Bachelors,m,sourcing,1,28,1.0,2,0,0,47,Basic,0.0,0
Sales & Marketing,region_7,Bachelors,m,other,1,34,2.0,2,0,0,49,Basic,0.0,0
HR,region_2,Bachelors,f,other,1,52,2.0,16,0,0,51,Basic,0.5,0
Technology,region_26,Bachelors,f,other,1,27,2.0,5,0,0,78,Basic,1.5,0
Operations,region_21,Bachelors,m,other,1,33,3.0,5,0,0,63,Basic,2.5,0
Operations,region_19,Bachelors,f,other,1,41,5.0,5,1,0,60,Basic,5.5,0
Technology,region_19,Bachelors,m,other,1,46,3.0,5,0,0,88,Basic,3.5,0
Sales & Marketing,region_15,Bachelors,f,sourcing,1,35,4.0,4,1,0,49,Basic,5.0,0
Sales & Marketing,region_1,Masters & above,f,other,1,39,5.0,7,1,0,46,Basic,5.5,0
Operations,region_4,Bachelors,m,other,1,29,3.0,5,1,0,55,Basic,4.5,0
Analytics,region_31,Bachelors,m,sourcing,1,28,1.0,4,0,0,85,Basic,2.0,0
Operations,region_19,Bachelors,f,other,1,37,5.0,2,1,0,58,Basic,5.0,0
Operations,region_22,Bachelors,m,sourcing,1,36,3.0,8,0,0,61,Basic,1.5,0
Procurement,region_2,Bachelors,m,other,3,28,3.0,6,0,0,68,Intermediate,3.0,0
